Date,Nitrogen dioxide,Status_x,PM10 particulate matter (Hourly measured),Status_y,PM2.5 particulate matter (Hourly measured),Status.1
2005-01-01,31.0,V ugm-3,12.0,N ugm-3 (INDIC.GRAV),,
2005-01-02,25.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2005-01-03,18.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2005-01-04,32.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2005-01-05,40.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2005-01-06,38.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-01-07,26.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2005-01-08,19.0,V ugm-3,29.0,V ugm-3 (INDIC.GRAV),,
2005-01-09,24.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-01-10,33.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-01-11,29.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2005-01-12,31.0,V ugm-3,31.0,V ugm-3 (INDIC.GRAV),,
2005-01-13,59.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2005-01-14,35.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2005-01-15,29.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-01-16,26.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-17,23.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-18,23.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-19,37.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-20,15.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-21,34.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-22,39.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-23,29.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-24,42.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-25,40.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-26,43.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-27,34.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-28,27.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-29,34.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-30,36.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-01-31,38.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-02-01,36.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2005-02-02,48.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-02-03,51.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-02-04,55.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2005-02-05,45.0,V ugm-3,13.0,V ugm-3 (INDIC.GRAV),,
2005-02-06,38.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2005-02-07,,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-02-08,,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-02-09,,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2005-02-10,26.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2005-02-11,37.0,V ugm-3,11.0,V ugm-3 (INDIC.GRAV),,
2005-02-12,14.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2005-02-13,7.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2005-02-14,19.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2005-02-15,27.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-02-16,37.0,V ugm-3,36.0,V ugm-3 (INDIC.GRAV),,
2005-02-17,45.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2005-02-18,32.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-02-19,17.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2005-02-20,14.0,V ugm-3,12.0,V ugm-3 (INDIC.GRAV),,
2005-02-21,28.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2005-02-22,25.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2005-02-23,32.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-02-24,27.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2005-02-25,36.0,V ugm-3,40.0,V ugm-3 (INDIC.GRAV),,
2005-02-26,30.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2005-02-27,35.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2005-02-28,54.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2005-03-01,50.0,V ugm-3,14.0,V ugm-3 (INDIC.GRAV),,
2005-03-02,40.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2005-03-03,47.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-03-04,50.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2005-03-05,32.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2005-03-06,29.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2005-03-07,46.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-03-08,50.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-03-09,53.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-03-10,51.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2005-03-11,28.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-03-12,25.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2005-03-13,39.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2005-03-14,56.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2005-03-15,38.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2005-03-16,35.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2005-03-17,23.0,V ugm-3,38.0,V ugm-3 (INDIC.GRAV),,
2005-03-18,36.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2005-03-19,38.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2005-03-20,27.0,V ugm-3,41.0,V ugm-3 (INDIC.GRAV),,
2005-03-21,40.0,V ugm-3,43.0,V ugm-3 (INDIC.GRAV),,
