Date,Nitrogen dioxide,Status_x,PM10 particulate matter (Hourly measured),Status_y,PM2.5 particulate matter (Hourly measured),Status.1
2007-01-01,16.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2007-01-02,30.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2007-01-03,22.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2007-01-04,29.0,V ugm-3,30.0,V ugm-3 (INDIC.GRAV),,
2007-01-05,43.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2007-01-06,48.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2007-01-07,22.0,V ugm-3,12.0,V ugm-3 (INDIC.GRAV),,
2007-01-08,27.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2007-01-09,28.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2007-01-10,24.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2007-01-11,18.0,V ugm-3,45.0,V ugm-3 (INDIC.GRAV),,
2007-01-12,19.0,V ugm-3,29.0,V ugm-3 (INDIC.GRAV),,
2007-01-13,20.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2007-01-14,32.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2007-01-15,41.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2007-01-16,43.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-01-17,25.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-01-18,17.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-01-19,27.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2007-01-20,21.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2007-01-21,22.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2007-01-22,27.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2007-01-23,35.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2007-01-24,29.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2007-01-25,43.0,V ugm-3,37.0,V ugm-3 (INDIC.GRAV),,
2007-01-26,51.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2007-01-27,39.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2007-01-28,25.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2007-01-29,,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-01-30,,V ,,V ugm-3 (INDIC.GRAV),,
2007-01-31,,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2007-02-01,46.0,V ugm-3,29.0,V ugm-3 (INDIC.GRAV),,
2007-02-02,36.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2007-02-03,45.0,V ugm-3,31.0,V ugm-3 (INDIC.GRAV),,
2007-02-04,46.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2007-02-05,62.0,V ugm-3,39.0,V ugm-3 (INDIC.GRAV),,
2007-02-06,59.0,V ugm-3,40.0,V ugm-3 (INDIC.GRAV),,
2007-02-07,57.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2007-02-08,52.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2007-02-09,48.0,V ugm-3,12.0,V ugm-3 (INDIC.GRAV),,
2007-02-10,46.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2007-02-11,19.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2007-02-12,28.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-13,44.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-14,45.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-15,34.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-16,41.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-17,41.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-18,29.0,V ugm-3,,V ugm-3 (INDIC.GRAV),,
2007-02-19,32.0,V ugm-3,,V ugm-3 (TEOM FDMS),,
2007-02-20,47.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),,
2007-02-21,39.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),,
2007-02-22,43.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),,
2007-02-23,47.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),,
2007-02-24,31.0,V ugm-3,20.0,V ugm-3 (TEOM FDMS),,
2007-02-25,26.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),,
2007-02-26,32.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),,
2007-02-27,29.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),,
2007-02-28,18.0,V ugm-3,30.0,V ugm-3 (TEOM FDMS),,
2007-03-01,37.0,V ugm-3,22.0,V ugm-3 (TEOM FDMS),,
2007-03-02,44.0,V ugm-3,35.0,V ugm-3 (TEOM FDMS),,
2007-03-03,34.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),,
2007-03-04,21.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),,
2007-03-05,26.0,V ugm-3,,V ugm-3 (TEOM FDMS),,
2007-03-06,36.0,V ugm-3,,V ugm-3 (TEOM FDMS),,
2007-03-07,45.0,V ugm-3,28.0,V ugm-3 (TEOM FDMS),,
2007-03-08,37.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),,
2007-03-09,35.0,V ugm-3,26.0,V ugm-3 (TEOM FDMS),,
2007-03-10,28.0,V ugm-3,25.0,V ugm-3 (TEOM FDMS),,
2007-03-11,31.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),,
2007-03-12,34.0,V ugm-3,28.0,V ugm-3 (TEOM FDMS),,
2007-03-13,39.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),,
2007-03-14,38.0,V ugm-3,24.0,V ugm-3 (TEOM FDMS),,
2007-03-15,40.0,V ugm-3,22.0,V ugm-3 (TEOM FDMS),,
2007-03-16,28.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),,
2007-03-17,16.0,V ugm-3,24.0,V ugm-3 (TEOM FDMS),,
2007-03-18,11.0,V ugm-3,9.0,V ugm-3 (TEOM FDMS),,
2007-03-19,14.0,V ugm-3,7.0,V ugm-3 (TEOM FDMS),,
2007-03-20,20.0,V ugm-3,9.0,V ugm-3 (TEOM FDMS),,
2007-03-21,33.0,V ugm-3,13.0,V ugm-3 (TEOM FDMS),,
2007-03-22,49.0,V ugm-3,21.0,V ugm-3 (TEOM FDMS),,
2007-03-23,29.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),,
2007-03-24,24.0,V ugm-3,38.0,V ugm-3 (TEOM FDMS),,
2007-03-25,23.0,V ugm-3,86.0,V ugm-3 (TEOM FDMS),,
2007-03-26,41.0,V ugm-3,54.0,V ugm-3 (TEOM FDMS),,
2007-03-27,58.0,V ugm-3,97.0,V ugm-3 (TEOM FDMS),,
2007-03-28,63.0,V ugm-3,92.0,V ugm-3 (TEOM FDMS),,
2007-03-29,45.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),,
2007-03-30,46.0,V ugm-3,,V ugm-3 (TEOM FDMS),,
2007-03-31,28.0,V ugm-3,66.0,V ugm-3 (TEOM FDMS),,
2007-04-01,15.0,V ugm-3,40.0,V ugm-3 (TEOM FDMS),,
2007-04-02,27.0,V ugm-3,59.0,V ugm-3 (TEOM FDMS),,
2007-04-03,27.0,V ugm-3,27.0,V ugm-3 (TEOM FDMS),,
2007-04-04,31.0,V ugm-3,26.0,V ugm-3 (TEOM FDMS),,
2007-04-05,49.0,V ugm-3,50.0,V ugm-3 (TEOM FDMS),,
2007-04-06,41.0,V ugm-3,33.0,V ugm-3 (TEOM FDMS),,
2007-04-07,36.0,V ugm-3,39.0,V ugm-3 (TEOM FDMS),,
2007-04-08,32.0,V ugm-3,49.0,V ugm-3 (TEOM FDMS),,
