Date,Nitrogen dioxide,Status_x,PM10 particulate matter (Hourly measured),Status_y,PM2.5 particulate matter (Hourly measured),Status.1
2016-01-01,22.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2016-01-02,19.0,V ugm-3,11.0,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-01-03,18.0,V ugm-3,13.0,V ugm-3 (TEOM FDMS),3.0,V ugm-3 (TEOM FDMS)
2016-01-04,28.0,V ugm-3,9.0,V ugm-3 (TEOM FDMS),2.0,V ugm-3 (TEOM FDMS)
2016-01-05,44.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-01-06,32.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2016-01-07,27.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-01-08,35.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),6.0,V ugm-3 (TEOM FDMS)
2016-01-09,20.0,V ugm-3,11.0,V ugm-3 (TEOM FDMS),3.0,V ugm-3 (TEOM FDMS)
2016-01-10,21.0,V ugm-3,8.0,V ugm-3 (TEOM FDMS),1.0,V ugm-3 (TEOM FDMS)
2016-01-11,42.0,V ugm-3,13.0,V ugm-3 (TEOM FDMS),7.0,V ugm-3 (TEOM FDMS)
2016-01-12,19.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-01-13,31.0,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2016-01-14,35.0,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2016-01-15,29.0,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2016-01-16,52.0,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2016-01-17,39.0,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2016-01-18,24.0,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2016-01-19,54.0,V ugm-3,,V ugm-3 (TEOM FDMS),21.0,V ugm-3 (TEOM FDMS)
2016-01-20,58.0,V ugm-3,,V ugm-3 (TEOM FDMS),31.0,V ugm-3 (TEOM FDMS)
2016-01-21,36.0,V ugm-3,,V ugm-3 (TEOM FDMS),20.0,V ugm-3 (TEOM FDMS)
2016-01-22,19.0,V ugm-3,,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2016-01-23,26.0,V ugm-3,,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2016-01-24,21.0,V ugm-3,,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2016-01-25,20.0,V ugm-3,,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2016-01-26,15.0,V ugm-3,,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-01-27,19.0,V ugm-3,,V ugm-3 (TEOM FDMS),2.0,V ugm-3 (TEOM FDMS)
2016-01-28,32.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-01-29,18.0,V ugm-3,,V ugm-3 (TEOM FDMS),2.0,V ugm-3 (TEOM FDMS)
2016-01-30,22.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-01-31,11.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-01,8.0,V ugm-3,,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2016-02-02,18.0,V ugm-3,,V ugm-3 (TEOM FDMS),6.0,V ugm-3 (TEOM FDMS)
2016-02-03,,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-04,,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-05,24.0,V ugm-3,,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-02-06,19.0,V ugm-3,,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-02-07,16.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-08,9.0,V ugm-3,,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2016-02-09,30.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-10,38.0,V ugm-3,,V ugm-3 (TEOM FDMS),6.0,V ugm-3 (TEOM FDMS)
2016-02-11,49.0,V ugm-3,,V ugm-3 (TEOM FDMS),11.0,V ugm-3 (TEOM FDMS)
2016-02-12,34.0,V ugm-3,,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2016-02-13,31.0,V ugm-3,,V ugm-3 (TEOM FDMS),19.0,V ugm-3 (TEOM FDMS)
2016-02-14,23.0,V ugm-3,,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2016-02-15,40.0,V ugm-3,,V ugm-3 (TEOM FDMS),7.0,V ugm-3 (TEOM FDMS)
2016-02-16,39.0,V ugm-3,,V ugm-3 (TEOM FDMS),13.0,V ugm-3 (TEOM FDMS)
2016-02-17,30.0,V ugm-3,,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
2016-02-18,44.0,V ugm-3,,V ugm-3 (TEOM FDMS),7.0,V ugm-3 (TEOM FDMS)
2016-02-19,37.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-20,10.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-21,6.0,V ugm-3,,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2016-02-22,25.0,V ugm-3,,V ugm-3 (TEOM FDMS),4.0,V ugm-3 (TEOM FDMS)
