Date,Nitrogen dioxide,Status_x,PM10 particulate matter (Hourly measured),Status_y,PM2.5 particulate matter (Hourly measured),Status.1
2000-10-01,23.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2000-10-02,26.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2000-10-03,20.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2000-10-04,33.0,V ugm-3,30.0,V ugm-3 (INDIC.GRAV),,
2000-10-05,31.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2000-10-06,42.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2000-10-07,37.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-10-08,28.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2000-10-09,33.0,V ugm-3,11.0,V ugm-3 (INDIC.GRAV),,
2000-10-10,21.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2000-10-11,42.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2000-10-12,43.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-10-13,37.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-10-14,21.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2000-10-15,20.0,V ugm-3,12.0,V ugm-3 (INDIC.GRAV),,
2000-10-16,38.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2000-10-17,25.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2000-10-18,41.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2000-10-19,44.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2000-10-20,39.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-10-21,39.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2000-10-22,25.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-10-23,27.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2000-10-24,31.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2000-10-25,35.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2000-10-26,38.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-10-27,30.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2000-10-28,22.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2000-10-29,15.0,V ugm-3,15.0,V ugm-3 (INDIC.GRAV),,
2000-10-30,22.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2000-10-31,31.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-11-01,34.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2000-11-02,26.0,V ugm-3,15.0,V ugm-3 (INDIC.GRAV),,
2000-11-03,48.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-11-04,49.0,V ugm-3,52.0,V ugm-3 (INDIC.GRAV),,
2000-11-05,21.0,V ugm-3,13.0,V ugm-3 (INDIC.GRAV),,
2000-11-06,42.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-11-07,27.0,V ugm-3,15.0,V ugm-3 (INDIC.GRAV),,
2000-11-08,31.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2000-11-09,44.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2000-11-10,51.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2000-11-11,21.0,V ugm-3,12.0,V ugm-3 (INDIC.GRAV),,
2000-11-12,32.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2000-11-13,58.0,V ugm-3,30.0,V ugm-3 (INDIC.GRAV),,
2000-11-14,54.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2000-11-15,42.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2000-11-16,47.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-11-17,53.0,V ugm-3,29.0,V ugm-3 (INDIC.GRAV),,
2000-11-18,48.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2000-11-19,29.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2000-11-20,57.0,V ugm-3,47.0,V ugm-3 (INDIC.GRAV),,
2000-11-21,47.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2000-11-22,38.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2000-11-23,47.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2000-11-24,60.0,V ugm-3,25.0,V ugm-3 (INDIC.GRAV),,
2000-11-25,26.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2000-11-26,19.0,V ugm-3,33.0,V ugm-3 (INDIC.GRAV),,
2000-11-27,42.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-11-28,27.0,V ugm-3,29.0,V ugm-3 (INDIC.GRAV),,
2000-11-29,30.0,V ugm-3,39.0,V ugm-3 (INDIC.GRAV),,
2000-11-30,26.0,V ugm-3,30.0,V ugm-3 (INDIC.GRAV),,
2000-12-01,32.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-12-02,33.0,V ugm-3,30.0,V ugm-3 (INDIC.GRAV),,
2000-12-03,18.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-12-04,30.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2000-12-05,33.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2000-12-06,43.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-12-07,44.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2000-12-08,23.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-12-09,21.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-12-10,17.0,V ugm-3,42.0,V ugm-3 (INDIC.GRAV),,
2000-12-11,37.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-12-12,33.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2000-12-13,21.0,V ugm-3,33.0,V ugm-3 (INDIC.GRAV),,
2000-12-14,43.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2000-12-15,49.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2000-12-16,61.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2000-12-17,38.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2000-12-18,51.0,V ugm-3,31.0,V ugm-3 (INDIC.GRAV),,
2000-12-19,44.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2000-12-20,40.0,V ugm-3,35.0,V ugm-3 (INDIC.GRAV),,
2000-12-21,39.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2000-12-22,52.0,V ugm-3,37.0,V ugm-3 (INDIC.GRAV),,
2000-12-23,50.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2000-12-24,35.0,V ugm-3,15.0,V ugm-3 (INDIC.GRAV),,
2000-12-25,13.0,V ugm-3,10.0,V ugm-3 (INDIC.GRAV),,
2000-12-26,15.0,V ugm-3,13.0,V ugm-3 (INDIC.GRAV),,
2000-12-27,51.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2000-12-28,54.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
2000-12-29,62.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2000-12-30,53.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2000-12-31,22.0,V ugm-3,14.0,V ugm-3 (INDIC.GRAV),,
