Date,Nitrogen dioxide,Status_x,PM10 particulate matter (Hourly measured),Status_y,PM2.5 particulate matter (Hourly measured),Status.1
2009-01-01,28.0,V ugm-3,37.0,V ugm-3 (TEOM FDMS),38.0,V ugm-3 (TEOM FDMS)
2009-01-02,40.0,V ugm-3,33.0,V ugm-3 (TEOM FDMS),33.0,V ugm-3 (TEOM FDMS)
2009-01-03,46.0,V ugm-3,21.0,V ugm-3 (TEOM FDMS),20.0,V ugm-3 (TEOM FDMS)
2009-01-04,59.0,V ugm-3,33.0,V ugm-3 (TEOM FDMS),32.0,V ugm-3 (TEOM FDMS)
2009-01-05,39.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-01-06,47.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-01-07,71.0,V ugm-3,30.0,V ugm-3 (TEOM FDMS),24.0,V ugm-3 (TEOM FDMS)
2009-01-08,78.0,V ugm-3,41.0,V ugm-3 (TEOM FDMS),37.0,V ugm-3 (TEOM FDMS)
2009-01-09,59.0,V ugm-3,41.0,V ugm-3 (TEOM FDMS),40.0,V ugm-3 (TEOM FDMS)
2009-01-10,47.0,V ugm-3,43.0,V ugm-3 (TEOM FDMS),43.0,V ugm-3 (TEOM FDMS)
2009-01-11,26.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-01-12,37.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),6.0,V ugm-3 (TEOM FDMS)
2009-01-13,47.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),11.0,V ugm-3 (TEOM FDMS)
2009-01-14,45.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-01-15,29.0,V ugm-3,20.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-01-16,39.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2009-01-17,27.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2009-01-18,27.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),6.0,V ugm-3 (TEOM FDMS)
2009-01-19,35.0,V ugm-3,8.0,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2009-01-20,51.0,V ugm-3,11.0,V ugm-3 (TEOM FDMS),7.0,V ugm-3 (TEOM FDMS)
2009-01-21,47.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2009-01-22,34.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2009-01-23,48.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),11.0,V ugm-3 (TEOM FDMS)
2009-01-24,50.0,V ugm-3,18.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-01-25,23.0,V ugm-3,12.0,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
2009-01-26,46.0,V ugm-3,18.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-01-27,50.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),18.0,V ugm-3 (TEOM FDMS)
2009-01-28,45.0,V ugm-3,18.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-01-29,36.0,V ugm-3,25.0,V ugm-3 (TEOM FDMS),23.0,V ugm-3 (TEOM FDMS)
2009-01-30,32.0,V ugm-3,31.0,V ugm-3 (TEOM FDMS),28.0,V ugm-3 (TEOM FDMS)
2009-01-31,38.0,V ugm-3,36.0,V ugm-3 (TEOM FDMS),34.0,V ugm-3 (TEOM FDMS)
2009-02-01,22.0,V ugm-3,20.0,V ugm-3 (TEOM FDMS),18.0,V ugm-3 (TEOM FDMS)
2009-02-02,33.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),18.0,V ugm-3 (TEOM FDMS)
2009-02-03,30.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),13.0,V ugm-3 (TEOM FDMS)
2009-02-04,42.0,V ugm-3,18.0,V ugm-3 (TEOM FDMS),15.0,V ugm-3 (TEOM FDMS)
2009-02-05,53.0,V ugm-3,30.0,V ugm-3 (TEOM FDMS),30.0,V ugm-3 (TEOM FDMS)
2009-02-06,41.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-02-07,47.0,V ugm-3,13.0,V ugm-3 (TEOM FDMS),11.0,V ugm-3 (TEOM FDMS)
2009-02-08,48.0,V ugm-3,14.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-02-09,56.0,V ugm-3,11.0,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2009-02-10,39.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2009-02-11,58.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-02-12,64.0,V ugm-3,21.0,V ugm-3 (TEOM FDMS),17.0,V ugm-3 (TEOM FDMS)
2009-02-13,44.0,V ugm-3,20.0,V ugm-3 (TEOM FDMS),17.0,V ugm-3 (TEOM FDMS)
2009-02-14,55.0,V ugm-3,25.0,V ugm-3 (TEOM FDMS),22.0,V ugm-3 (TEOM FDMS)
2009-02-15,38.0,V ugm-3,21.0,V ugm-3 (TEOM FDMS),17.0,V ugm-3 (TEOM FDMS)
2009-02-16,49.0,V ugm-3,24.0,V ugm-3 (TEOM FDMS),19.0,V ugm-3 (TEOM FDMS)
2009-02-17,45.0,V ugm-3,,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-02-18,61.0,V ugm-3,28.0,V ugm-3 (TEOM FDMS),19.0,V ugm-3 (TEOM FDMS)
2009-02-19,53.0,V ugm-3,26.0,V ugm-3 (TEOM FDMS),21.0,V ugm-3 (TEOM FDMS)
2009-02-20,63.0,V ugm-3,28.0,V ugm-3 (TEOM FDMS),22.0,V ugm-3 (TEOM FDMS)
2009-02-21,42.0,V ugm-3,25.0,V ugm-3 (TEOM FDMS),20.0,V ugm-3 (TEOM FDMS)
2009-02-22,31.0,V ugm-3,13.0,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2009-02-23,,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2009-02-24,,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2009-02-25,,V ugm-3,,V ugm-3 (TEOM FDMS),,V ugm-3 (TEOM FDMS)
2009-02-26,41.0,V ugm-3,26.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-02-27,42.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-02-28,46.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),13.0,V ugm-3 (TEOM FDMS)
2009-03-01,47.0,V ugm-3,26.0,V ugm-3 (TEOM FDMS),21.0,V ugm-3 (TEOM FDMS)
2009-03-02,48.0,V ugm-3,20.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-03-03,40.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2009-03-04,60.0,V ugm-3,13.0,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2009-03-05,36.0,V ugm-3,15.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-03-06,57.0,V ugm-3,26.0,V ugm-3 (TEOM FDMS),14.0,V ugm-3 (TEOM FDMS)
2009-03-07,34.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-03-08,19.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2009-03-09,26.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2009-03-10,32.0,V ugm-3,18.0,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2009-03-11,49.0,V ugm-3,22.0,V ugm-3 (TEOM FDMS),13.0,V ugm-3 (TEOM FDMS)
2009-03-12,31.0,V ugm-3,10.0,V ugm-3 (TEOM FDMS),7.0,V ugm-3 (TEOM FDMS)
2009-03-13,51.0,V ugm-3,20.0,V ugm-3 (TEOM FDMS),12.0,V ugm-3 (TEOM FDMS)
2009-03-14,24.0,V ugm-3,27.0,V ugm-3 (TEOM FDMS),13.0,V ugm-3 (TEOM FDMS)
2009-03-15,37.0,V ugm-3,29.0,V ugm-3 (TEOM FDMS),15.0,V ugm-3 (TEOM FDMS)
2009-03-16,56.0,V ugm-3,38.0,V ugm-3 (TEOM FDMS),23.0,V ugm-3 (TEOM FDMS)
2009-03-17,54.0,V ugm-3,40.0,V ugm-3 (TEOM FDMS),26.0,V ugm-3 (TEOM FDMS)
2009-03-18,47.0,V ugm-3,79.0,V ugm-3 (TEOM FDMS),65.0,V ugm-3 (TEOM FDMS)
2009-03-19,46.0,V ugm-3,69.0,V ugm-3 (TEOM FDMS),58.0,V ugm-3 (TEOM FDMS)
2009-03-20,44.0,V ugm-3,58.0,V ugm-3 (TEOM FDMS),49.0,V ugm-3 (TEOM FDMS)
2009-03-21,45.0,V ugm-3,58.0,V ugm-3 (TEOM FDMS),47.0,V ugm-3 (TEOM FDMS)
2009-03-22,27.0,V ugm-3,16.0,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2009-03-23,25.0,V ugm-3,23.0,V ugm-3 (TEOM FDMS),13.0,V ugm-3 (TEOM FDMS)
2009-03-24,26.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),9.0,V ugm-3 (TEOM FDMS)
2009-03-25,23.0,V ugm-3,19.0,V ugm-3 (TEOM FDMS),10.0,V ugm-3 (TEOM FDMS)
2009-03-26,29.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),11.0,V ugm-3 (TEOM FDMS)
2009-03-27,36.0,V ugm-3,17.0,V ugm-3 (TEOM FDMS),8.0,V ugm-3 (TEOM FDMS)
2009-03-28,24.0,V ugm-3,8.0,V ugm-3 (TEOM FDMS),5.0,V ugm-3 (TEOM FDMS)
