Date,Nitrogen dioxide,Status_x,PM10 particulate matter (Hourly measured),Status_y,PM2.5 particulate matter (Hourly measured),Status.1
2004-01-01,9.0,V ugm-3,19.0,V ugm-3 (INDIC.GRAV),,
2004-01-02,27.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2004-01-03,33.0,V ugm-3,30.0,V ugm-3 (INDIC.GRAV),,
2004-01-04,34.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2004-01-05,39.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2004-01-06,37.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2004-01-07,22.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2004-01-08,13.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2004-01-09,35.0,V ugm-3,33.0,V ugm-3 (INDIC.GRAV),,
2004-01-10,21.0,V ugm-3,39.0,V ugm-3 (INDIC.GRAV),,
2004-01-11,11.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2004-01-12,28.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2004-01-13,20.0,V ugm-3,36.0,V ugm-3 (INDIC.GRAV),,
2004-01-14,32.0,V ugm-3,20.0,V ugm-3 (INDIC.GRAV),,
2004-01-15,26.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2004-01-16,29.0,V ugm-3,26.0,V ugm-3 (INDIC.GRAV),,
2004-01-17,36.0,V ugm-3,88.0,V ugm-3 (INDIC.GRAV),,
2004-01-18,32.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2004-01-19,24.0,V ugm-3,37.0,V ugm-3 (INDIC.GRAV),,
2004-01-20,28.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2004-01-21,36.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2004-01-22,33.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2004-01-23,36.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2004-01-24,40.0,V ugm-3,31.0,V ugm-3 (INDIC.GRAV),,
2004-01-25,45.0,V ugm-3,33.0,V ugm-3 (INDIC.GRAV),,
2004-01-26,34.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2004-01-27,39.0,V ugm-3,21.0,V ugm-3 (INDIC.GRAV),,
2004-01-28,20.0,V ugm-3,18.0,V ugm-3 (INDIC.GRAV),,
2004-01-29,48.0,V ugm-3,35.0,V ugm-3 (INDIC.GRAV),,
2004-01-30,50.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2004-01-31,12.0,V ugm-3,35.0,V ugm-3 (INDIC.GRAV),,
2004-02-01,12.0,V ugm-3,44.0,V ugm-3 (INDIC.GRAV),,
2004-02-02,24.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2004-02-03,17.0,V ugm-3,17.0,V ugm-3 (INDIC.GRAV),,
2004-02-04,21.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2004-02-05,27.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2004-02-06,31.0,V ugm-3,16.0,V ugm-3 (INDIC.GRAV),,
2004-02-07,15.0,V ugm-3,27.0,V ugm-3 (INDIC.GRAV),,
2004-02-08,13.0,V ugm-3,28.0,V ugm-3 (INDIC.GRAV),,
2004-02-09,55.0,V ugm-3,40.0,V ugm-3 (INDIC.GRAV),,
2004-02-10,50.0,V ugm-3,39.0,V ugm-3 (INDIC.GRAV),,
2004-02-11,50.0,V ugm-3,43.0,V ugm-3 (INDIC.GRAV),,
2004-02-12,43.0,V ugm-3,44.0,V ugm-3 (INDIC.GRAV),,
2004-02-13,44.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2004-02-14,41.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2004-02-15,37.0,V ugm-3,34.0,V ugm-3 (INDIC.GRAV),,
2004-02-16,43.0,V ugm-3,35.0,V ugm-3 (INDIC.GRAV),,
2004-02-17,38.0,V ugm-3,33.0,V ugm-3 (INDIC.GRAV),,
2004-02-18,41.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2004-02-19,33.0,V ugm-3,40.0,V ugm-3 (INDIC.GRAV),,
2004-02-20,19.0,V ugm-3,32.0,V ugm-3 (INDIC.GRAV),,
2004-02-21,27.0,V ugm-3,47.0,V ugm-3 (INDIC.GRAV),,
2004-02-22,11.0,V ugm-3,23.0,V ugm-3 (INDIC.GRAV),,
2004-02-23,37.0,V ugm-3,24.0,V ugm-3 (INDIC.GRAV),,
2004-02-24,46.0,V ugm-3,22.0,V ugm-3 (INDIC.GRAV),,
