# Nitrate Concentration in rivers in England in 2021 from DEFRA
Date,Time,determinand.label,result,determinand.unit.label,sample.sampledMaterialType.label,easting,northing
17/06/2021,10:47:00,Nitrate-N,4.69,mg/l,RIVER / RUNNING SURFACE WATER,334380,263410
14/07/2021,09:47:00,Nitrate-N,4.59,mg/l,RIVER / RUNNING SURFACE WATER,334380,263410
20/08/2021,08:43:00,Nitrate-N,5,mg/l,RIVER / RUNNING SURFACE WATER,334380,263410
08/01/2021,11:42:00,Nitrate-N,4.59,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
02/02/2021,11:35:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
12/03/2021,11:04:00,Nitrate-N,3.79,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
09/04/2021,10:47:00,Nitrate-N,4.59,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
13/05/2021,11:12:00,Nitrate-N,3.89,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
08/07/2021,11:55:00,Nitrate-N,4.09,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
02/08/2021,09:07:00,Nitrate-N,4.19,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
24/09/2021,12:43:00,Nitrate-N,4.1,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
19/10/2021,11:57:00,Nitrate-N,3.3,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
16/11/2021,11:52:00,Nitrate-N,3.5,mg/l,RIVER / RUNNING SURFACE WATER,342650,263685
06/01/2021,08:59:00,Nitrate-N,8.58,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
18/02/2021,13:30:00,Nitrate-N,6.47,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
23/03/2021,11:54:00,Nitrate-N,6.87,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
20/04/2021,10:34:00,Nitrate-N,4.08,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
05/05/2021,10:02:00,Nitrate-N,5.38,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
03/06/2021,09:59:00,Nitrate-N,5.85,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
07/07/2021,10:55:00,Nitrate-N,4.68,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
10/08/2021,11:24:00,Nitrate-N,4.66,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
06/09/2021,09:47:00,Nitrate-N,5.99,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
13/10/2021,09:08:00,Nitrate-N,5.18,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
03/11/2021,10:01:00,Nitrate-N,6.96,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
02/12/2021,14:00:00,Nitrate-N,4.78,mg/l,RIVER / RUNNING SURFACE WATER,433170,337902
06/01/2021,09:16:00,Nitrate-N,9.67,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
18/02/2021,13:58:00,Nitrate-N,6.47,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
23/03/2021,11:31:00,Nitrate-N,6.96,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
30/04/2021,13:57:00,Nitrate-N,7.67,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
12/05/2021,11:51:00,Nitrate-N,6.17,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
17/06/2021,13:40:00,Nitrate-N,6.31,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
14/07/2021,11:46:00,Nitrate-N,5.9,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
03/08/2021,10:13:00,Nitrate-N,6.05,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
13/09/2021,09:29:00,Nitrate-N,7.26,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
13/10/2021,11:56:00,Nitrate-N,4.97,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
03/11/2021,10:19:00,Nitrate-N,4.75,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
02/12/2021,13:46:00,Nitrate-N,6.93,mg/l,RIVER / RUNNING SURFACE WATER,428931,339003
13/05/2021,11:59:00,Nitrate-N,4.77,mg/l,RIVER / RUNNING SURFACE WATER,350135,259700
17/06/2021,10:00:00,Nitrate-N,5.55,mg/l,RIVER / RUNNING SURFACE WATER,350135,259700
08/07/2021,10:13:00,Nitrate-N,4.94,mg/l,RIVER / RUNNING SURFACE WATER,350135,259700
02/08/2021,09:43:00,Nitrate-N,5.33,mg/l,RIVER / RUNNING SURFACE WATER,350135,259700
13/05/2021,11:51:00,Nitrate-N,3.98,mg/l,RIVER / RUNNING SURFACE WATER,350145,259545
17/06/2021,09:54:00,Nitrate-N,6.17,mg/l,RIVER / RUNNING SURFACE WATER,350145,259545
08/07/2021,10:06:00,Nitrate-N,5.58,mg/l,RIVER / RUNNING SURFACE WATER,350145,259545
02/08/2021,09:37:00,Nitrate-N,5.49,mg/l,RIVER / RUNNING SURFACE WATER,350145,259545
13/05/2021,12:08:00,Nitrate-N,4.79,mg/l,RIVER / RUNNING SURFACE WATER,350728,258495
08/07/2021,09:50:00,Nitrate-N,4.99,mg/l,RIVER / RUNNING SURFACE WATER,350728,258495
02/08/2021,09:53:00,Nitrate-N,5.19,mg/l,RIVER / RUNNING SURFACE WATER,350728,258495
24/09/2021,09:55:00,Nitrate-N,5.49,mg/l,RIVER / RUNNING SURFACE WATER,350728,258495
19/10/2021,09:51:00,Nitrate-N,4.59,mg/l,RIVER / RUNNING SURFACE WATER,350728,258495
16/11/2021,09:41:00,Nitrate-N,4.29,mg/l,RIVER / RUNNING SURFACE WATER,350728,258495
10/05/2021,12:39:00,Nitrate-N,4.28,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
10/06/2021,10:53:00,Nitrate-N,4.59,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
22/07/2021,13:39:00,Nitrate-N,5.48,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
11/08/2021,11:03:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
14/09/2021,12:43:00,Nitrate-N,5.48,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
21/10/2021,12:20:00,Nitrate-N,3.79,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
16/11/2021,11:25:00,Nitrate-N,4.19,mg/l,RIVER / RUNNING SURFACE WATER,350963,255095
15/01/2021,10:13:00,Nitrate-N,4.98,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
09/02/2021,11:46:00,Nitrate-N,4.79,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
09/03/2021,10:38:00,Nitrate-N,5.49,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
06/04/2021,11:28:00,Nitrate-N,5.49,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
05/05/2021,12:16:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
10/06/2021,12:01:00,Nitrate-N,4.88,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
12/07/2021,11:15:00,Nitrate-N,5.18,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
04/08/2021,11:46:00,Nitrate-N,5.49,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
01/09/2021,13:59:00,Nitrate-N,5.88,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
08/10/2021,12:23:00,Nitrate-N,4.39,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
16/11/2021,12:28:00,Nitrate-N,4.29,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
09/12/2021,11:56:00,Nitrate-N,4.78,mg/l,RIVER / RUNNING SURFACE WATER,352888,244642
07/01/2021,12:01:00,Nitrate-N,5.57,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
04/02/2021,10:35:00,Nitrate-N,3.58,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
01/03/2021,10:44:00,Nitrate-N,4.99,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
06/05/2021,11:28:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
04/06/2021,11:40:00,Nitrate-N,4.48,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
01/07/2021,14:00:00,Nitrate-N,5.28,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
04/08/2021,13:48:00,Nitrate-N,5.19,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
02/09/2021,11:14:00,Nitrate-N,5.69,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
08/10/2021,13:26:00,Nitrate-N,4.78,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
04/11/2021,14:18:00,Nitrate-N,4.29,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
03/12/2021,11:30:00,Nitrate-N,4.78,mg/l,RIVER / RUNNING SURFACE WATER,357000,237460
05/01/2021,11:30:00,Nitrate-N,2.9,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
10/02/2021,11:24:00,Nitrate-N,3,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
10/03/2021,11:00:00,Nitrate-N,2.59,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
07/04/2021,11:49:00,Nitrate-N,2.3,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
10/05/2021,10:35:00,Nitrate-N,1.7,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
03/06/2021,10:37:00,Nitrate-N,2,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
02/07/2021,11:18:00,Nitrate-N,2.28,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
13/08/2021,10:13:00,Nitrate-N,1.79,mg/l,RIVER / RUNNING SURFACE WATER,328002,255118
08/01/2021,10:54:00,Nitrate-N,2.6,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
02/02/2021,10:51:00,Nitrate-N,1.89,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
18/03/2021,11:03:00,Nitrate-N,2.2,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
09/04/2021,11:47:00,Nitrate-N,2.1,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
26/05/2021,11:54:00,Nitrate-N,1.7,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
14/06/2021,10:07:00,Nitrate-N,1.99,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
14/07/2021,10:13:00,Nitrate-N,2.19,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
20/08/2021,09:07:00,Nitrate-N,2.2,mg/l,RIVER / RUNNING SURFACE WATER,330280,256975
08/01/2021,11:14:00,Nitrate-N,3.29,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
02/02/2021,11:04:00,Nitrate-N,2.39,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
18/03/2021,10:53:00,Nitrate-N,2.9,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
09/04/2021,12:02:00,Nitrate-N,3.19,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
26/05/2021,11:42:00,Nitrate-N,2.29,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
14/06/2021,09:55:00,Nitrate-N,3.09,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
14/07/2021,10:25:00,Nitrate-N,3.09,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
20/08/2021,09:20:00,Nitrate-N,3.39,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
24/09/2021,12:17:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
19/10/2021,11:32:00,Nitrate-N,2.89,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
16/11/2021,11:28:00,Nitrate-N,2.5,mg/l,RIVER / RUNNING SURFACE WATER,331620,257252
21/05/2021,11:47:00,Nitrate-N,1.79,mg/l,RIVER / RUNNING SURFACE WATER,339815,228575
02/06/2021,10:52:00,Nitrate-N,2.79,mg/l,RIVER / RUNNING SURFACE WATER,339815,228575
01/07/2021,10:57:00,Nitrate-N,2.56,mg/l,RIVER / RUNNING SURFACE WATER,339815,228575
03/08/2021,11:18:00,Nitrate-N,2.79,mg/l,RIVER / RUNNING SURFACE WATER,339815,228575
05/05/2021,11:03:00,Nitrate-N,4.17,mg/l,RIVER / RUNNING SURFACE WATER,339490,227535
02/06/2021,11:17:00,Nitrate-N,3.89,mg/l,RIVER / RUNNING SURFACE WATER,339490,227535
08/07/2021,10:51:00,Nitrate-N,3.57,mg/l,RIVER / RUNNING SURFACE WATER,339490,227535
12/08/2021,10:32:00,Nitrate-N,3.09,mg/l,RIVER / RUNNING SURFACE WATER,339490,227535
06/01/2021,13:30:00,Nitrate-N,6.08,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
10/02/2021,13:01:00,Nitrate-N,5.79,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
05/03/2021,09:35:00,Nitrate-N,7.57,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
07/04/2021,09:08:00,Nitrate-N,7.08,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
10/05/2021,13:57:00,Nitrate-N,8.02,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
10/06/2021,11:18:00,Nitrate-N,6.17,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
22/07/2021,13:52:00,Nitrate-N,6.95,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
11/08/2021,10:27:00,Nitrate-N,6.76,mg/l,RIVER / RUNNING SURFACE WATER,362975,256600
06/01/2021,13:42:00,Nitrate-N,5.38,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
10/02/2021,13:11:00,Nitrate-N,4.78,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
05/03/2021,09:23:00,Nitrate-N,5.18,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
07/04/2021,09:22:00,Nitrate-N,5.58,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
13/05/2021,12:20:00,Nitrate-N,6.05,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
17/06/2021,12:11:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
22/07/2021,14:11:00,Nitrate-N,4.58,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
13/08/2021,12:44:00,Nitrate-N,4.38,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
16/09/2021,11:13:00,Nitrate-N,4.19,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
22/10/2021,11:49:00,Nitrate-N,7.45,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
16/11/2021,14:29:00,Nitrate-N,4.88,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
10/12/2021,12:22:00,Nitrate-N,8.57,mg/l,RIVER / RUNNING SURFACE WATER,365025,255630
06/01/2021,13:58:00,Nitrate-N,6.28,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
10/02/2021,13:26:00,Nitrate-N,5.38,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
01/03/2021,13:27:00,Nitrate-N,5.37,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
26/04/2021,11:34:00,Nitrate-N,4.77,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
13/05/2021,12:32:00,Nitrate-N,4.67,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
17/06/2021,12:24:00,Nitrate-N,4.79,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
22/07/2021,14:22:00,Nitrate-N,4.27,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
05/08/2021,12:30:00,Nitrate-N,4.27,mg/l,RIVER / RUNNING SURFACE WATER,365715,255025
15/01/2021,10:30:00,Nitrate-N,5.38,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
18/02/2021,13:21:00,Nitrate-N,4.28,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
05/03/2021,09:58:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
06/04/2021,14:13:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
13/05/2021,11:57:00,Nitrate-N,4.07,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
04/06/2021,13:51:00,Nitrate-N,4.38,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
06/07/2021,12:24:00,Nitrate-N,3.36,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
05/08/2021,11:39:00,Nitrate-N,4.67,mg/l,RIVER / RUNNING SURFACE WATER,361855,249360
07/01/2021,11:36:00,Nitrate-N,7.58,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
09/02/2021,12:05:00,Nitrate-N,7.08,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
10/03/2021,12:55:00,Nitrate-N,7.47,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
23/04/2021,10:49:00,Nitrate-N,7.07,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
11/05/2021,10:45:00,Nitrate-N,5.45,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
15/06/2021,10:40:00,Nitrate-N,6.88,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
01/07/2021,13:13:00,Nitrate-N,4.21,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
04/08/2021,12:21:00,Nitrate-N,2.69,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
08/09/2021,10:27:00,Nitrate-N,2.69,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
14/10/2021,11:48:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
04/11/2021,13:56:00,Nitrate-N,6.29,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
03/12/2021,11:14:00,Nitrate-N,2.68,mg/l,RIVER / RUNNING SURFACE WATER,352217,239303
15/01/2021,09:16:00,Nitrate-N,9.29,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
18/02/2021,10:45:00,Nitrate-N,5.89,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
05/03/2021,10:56:00,Nitrate-N,9.19,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
08/04/2021,09:34:00,Nitrate-N,8.69,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
06/05/2021,10:27:00,Nitrate-N,7.67,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
10/06/2021,09:36:00,Nitrate-N,6.51,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
05/07/2021,09:56:00,Nitrate-N,6.32,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
17/08/2021,09:51:00,Nitrate-N,6.46,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
01/09/2021,10:21:00,Nitrate-N,6.35,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
12/10/2021,10:19:00,Nitrate-N,5.77,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
09/11/2021,10:05:00,Nitrate-N,6.16,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
09/12/2021,11:09:00,Nitrate-N,6.28,mg/l,RIVER / RUNNING SURFACE WATER,342073,236683
15/01/2021,09:33:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
18/02/2021,11:12:00,Nitrate-N,7.88,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
05/03/2021,11:19:00,Nitrate-N,9.88,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
08/04/2021,09:51:00,Nitrate-N,9.47,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
06/05/2021,10:46:00,Nitrate-N,9.45,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
01/06/2021,10:26:00,Nitrate-N,9.52,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
07/07/2021,09:40:00,Nitrate-N,8.74,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
02/08/2021,12:21:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
02/09/2021,10:09:00,Nitrate-N,9.99,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
15/10/2021,10:25:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
09/11/2021,10:33:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
15/12/2021,10:32:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,343037,237681
15/01/2021,09:46:00,Nitrate-N,9.77,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
18/02/2021,11:30:00,Nitrate-N,7.28,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
05/03/2021,11:34:00,Nitrate-N,9.48,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
08/04/2021,10:06:00,Nitrate-N,9.54,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
13/05/2021,11:06:00,Nitrate-N,8.04,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
10/06/2021,09:59:00,Nitrate-N,9.15,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
07/07/2021,09:57:00,Nitrate-N,8.66,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
02/08/2021,12:40:00,Nitrate-N,9.88,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
09/09/2021,10:31:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
15/10/2021,10:56:00,Nitrate-N,9.72,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
09/11/2021,11:06:00,Nitrate-N,9.97,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
03/12/2021,10:26:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,345200,238903
07/01/2021,11:11:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
17/02/2021,10:14:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
08/03/2021,11:46:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
08/04/2021,11:09:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
14/05/2021,11:26:00,Nitrate-N,8.73,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
01/06/2021,12:16:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
05/07/2021,11:03:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
06/08/2021,10:34:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
21/09/2021,11:07:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
11/10/2021,10:59:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
02/11/2021,10:05:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
06/12/2021,11:19:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,352863,223421
12/01/2021,09:25:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
26/02/2021,12:15:00,Nitrate-N,9.98,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
12/03/2021,12:04:00,Nitrate-N,9.47,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
09/04/2021,12:18:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
14/05/2021,12:07:00,Nitrate-N,8.44,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
03/06/2021,14:14:00,Nitrate-N,9.68,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
05/07/2021,11:53:00,Nitrate-N,9.49,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
09/08/2021,11:56:00,Nitrate-N,9.29,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
22/09/2021,11:38:00,Nitrate-N,9.39,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
20/10/2021,11:13:00,Nitrate-N,8.19,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
03/11/2021,09:33:00,Nitrate-N,9.38,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
06/12/2021,11:50:00,Nitrate-N,9.49,mg/l,RIVER / RUNNING SURFACE WATER,355925,218410
07/01/2021,12:45:00,Nitrate-N,5.48,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
04/02/2021,11:32:00,Nitrate-N,4.99,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
05/03/2021,11:39:00,Nitrate-N,5.39,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
08/04/2021,13:24:00,Nitrate-N,4.49,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
20/05/2021,13:46:00,Nitrate-N,4.68,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
04/06/2021,10:56:00,Nitrate-N,4.49,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
12/07/2021,13:32:00,Nitrate-N,3.39,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
17/08/2021,10:49:00,Nitrate-N,4.78,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
15/09/2021,11:31:00,Nitrate-N,3.78,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
15/10/2021,13:59:00,Nitrate-N,3.78,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
09/11/2021,15:07:00,Nitrate-N,3.78,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
03/12/2021,12:12:00,Nitrate-N,3.29,mg/l,RIVER / RUNNING SURFACE WATER,359680,231100
07/01/2021,12:08:00,Nitrate-N,2.99,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
04/02/2021,10:26:00,Nitrate-N,2.7,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
10/03/2021,14:28:00,Nitrate-N,2.5,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
08/04/2021,12:11:00,Nitrate-N,1.99,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
20/05/2021,12:25:00,Nitrate-N,1.79,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
04/06/2021,11:46:00,Nitrate-N,1.69,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
05/07/2021,10:02:00,Nitrate-N,1.38,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
11/08/2021,13:23:00,Nitrate-N,1.84,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
02/09/2021,11:23:00,Nitrate-N,2.06,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
19/10/2021,11:07:00,Nitrate-N,1.16,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
04/11/2021,14:24:00,Nitrate-N,2.29,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
03/12/2021,11:41:00,Nitrate-N,1.09,mg/l,RIVER / RUNNING SURFACE WATER,357465,237300
13/05/2021,11:21:00,Nitrate-N,9.77,mg/l,RIVER / RUNNING SURFACE WATER,344100,260870
08/07/2021,10:57:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,344100,260870
02/08/2021,09:19:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,344100,260870
08/07/2021,10:44:00,Nitrate-N,8.58,mg/l,RIVER / RUNNING SURFACE WATER,348335,259545
20/08/2021,10:32:00,Nitrate-N,8.78,mg/l,RIVER / RUNNING SURFACE WATER,348335,259545
24/09/2021,10:43:00,Nitrate-N,8.69,mg/l,RIVER / RUNNING SURFACE WATER,348335,259545
