# Nitrate Concentration in rivers in England in 2021 from DEFRA
Date,Time,determinand.label,result,determinand.unit.label,sample.sampledMaterialType.label,easting,northing
24/05/2021,10:43:00,Nitrate-N,8.66,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
23/06/2021,10:30:00,Nitrate-N,5.54,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
14/07/2021,13:32:00,Nitrate-N,5.04,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
04/08/2021,13:20:00,Nitrate-N,4.58,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
07/09/2021,09:19:00,Nitrate-N,7.36,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
12/10/2021,10:41:00,Nitrate-N,4.86,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
09/11/2021,11:11:00,Nitrate-N,4.86,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
15/12/2021,09:56:00,Nitrate-N,7.48,mg/l,RIVER / RUNNING SURFACE WATER,463800,241400
24/05/2021,09:49:00,Nitrate-N,7.97,mg/l,RIVER / RUNNING SURFACE WATER,462655,234551
03/08/2021,12:44:00,Nitrate-N,9.73,mg/l,RIVER / RUNNING SURFACE WATER,462655,234551
30/11/2021,11:01:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,462655,234551
07/01/2021,09:00:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
04/02/2021,10:36:00,Nitrate-N,9.28,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
10/03/2021,11:58:00,Nitrate-N,9.97,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
24/05/2021,09:33:00,Nitrate-N,9.25,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
15/06/2021,12:17:00,Nitrate-N,13.9,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
14/07/2021,11:21:00,Nitrate-N,12.9,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
03/08/2021,11:52:00,Nitrate-N,9.58,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
07/09/2021,09:43:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
18/10/2021,11:16:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
24/11/2021,11:06:00,Nitrate-N,14,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
09/12/2021,11:16:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,465205,234067
07/01/2021,09:20:00,Nitrate-N,15,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
19/02/2021,10:18:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
10/03/2021,11:26:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
13/04/2021,11:49:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
11/05/2021,10:03:00,Nitrate-N,8.99,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
01/06/2021,10:49:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
14/07/2021,10:51:00,Nitrate-N,6.19,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
03/08/2021,12:17:00,Nitrate-N,5.89,mg/l,RIVER / RUNNING SURFACE WATER,459500,229600
11/05/2021,09:24:00,Nitrate-N,10.9,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
16/06/2021,10:58:00,Nitrate-N,9.76,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
14/07/2021,14:32:00,Nitrate-N,6.76,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
04/08/2021,14:32:00,Nitrate-N,6.84,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
07/09/2021,13:37:00,Nitrate-N,8.11,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
24/11/2021,10:06:00,Nitrate-N,8.28,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
09/12/2021,11:48:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,470377,228850
24/05/2021,08:48:00,Nitrate-N,12.9,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
01/06/2021,11:23:00,Nitrate-N,7.47,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
08/07/2021,10:11:00,Nitrate-N,4.89,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
12/08/2021,09:49:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
07/09/2021,14:16:00,Nitrate-N,4.49,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
08/10/2021,10:43:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
09/11/2021,11:49:00,Nitrate-N,7.29,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
08/12/2021,13:38:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,472930,233150
24/05/2021,09:06:00,Nitrate-N,16.9,mg/l,RIVER / RUNNING SURFACE WATER,471543,229022
14/07/2021,14:11:00,Nitrate-N,3.88,mg/l,RIVER / RUNNING SURFACE WATER,471543,229022
04/08/2021,14:18:00,Nitrate-N,3.68,mg/l,RIVER / RUNNING SURFACE WATER,471543,229022
07/09/2021,13:48:00,Nitrate-N,5.88,mg/l,RIVER / RUNNING SURFACE WATER,471543,229022
24/11/2021,10:42:00,Nitrate-N,6.29,mg/l,RIVER / RUNNING SURFACE WATER,471543,229022
09/12/2021,12:42:00,Nitrate-N,14.9,mg/l,RIVER / RUNNING SURFACE WATER,471543,229022
01/06/2021,11:39:00,Nitrate-N,7.65,mg/l,RIVER / RUNNING SURFACE WATER,473834,235488
21/09/2021,10:36:00,Nitrate-N,6.48,mg/l,RIVER / RUNNING SURFACE WATER,473834,235488
13/12/2021,11:08:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,473834,235488
06/05/2021,09:02:00,Nitrate-N,3.97,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
15/06/2021,10:53:00,Nitrate-N,1.78,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
08/07/2021,09:44:00,Nitrate-N,2.94,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
10/08/2021,09:57:00,Nitrate-N,1.49,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
09/09/2021,09:48:00,Nitrate-N,2.47,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
08/10/2021,11:12:00,Nitrate-N,17.9,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
03/11/2021,11:33:00,Nitrate-N,16,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
08/12/2021,12:58:00,Nitrate-N,19,mg/l,RIVER / RUNNING SURFACE WATER,478792,239404
06/05/2021,09:25:00,Nitrate-N,6.36,mg/l,RIVER / RUNNING SURFACE WATER,471467,248759
23/06/2021,10:05:00,Nitrate-N,6.96,mg/l,RIVER / RUNNING SURFACE WATER,471467,248759
01/07/2021,12:05:00,Nitrate-N,0.363,mg/l,RIVER / RUNNING SURFACE WATER,471467,248759
12/08/2021,10:22:00,Nitrate-N,6.28,mg/l,RIVER / RUNNING SURFACE WATER,471467,248759
13/09/2021,10:26:00,Nitrate-N,1.1,mg/l,RIVER / RUNNING SURFACE WATER,471467,248759
03/12/2021,11:02:00,Nitrate-N,5.67,mg/l,RIVER / RUNNING SURFACE WATER,471467,248759
07/05/2021,09:50:00,Nitrate-N,5.99,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
15/06/2021,13:05:00,Nitrate-N,5.88,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
14/07/2021,12:44:00,Nitrate-N,5.08,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
03/08/2021,13:40:00,Nitrate-N,5.28,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
16/09/2021,10:45:00,Nitrate-N,5.28,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
12/10/2021,11:25:00,Nitrate-N,4.99,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
09/11/2021,10:33:00,Nitrate-N,5.09,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
14/12/2021,12:36:00,Nitrate-N,7.28,mg/l,RIVER / RUNNING SURFACE WATER,462391,249827
24/05/2021,10:24:00,Nitrate-N,11.9,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
16/06/2021,12:38:00,Nitrate-N,14.9,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
14/07/2021,13:09:00,Nitrate-N,20,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
03/08/2021,13:22:00,Nitrate-N,13.9,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
07/09/2021,11:21:00,Nitrate-N,19.9,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
09/11/2021,10:54:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
14/12/2021,12:15:00,Nitrate-N,5.66,mg/l,RIVER / RUNNING SURFACE WATER,458736,243799
07/05/2021,09:36:00,Nitrate-N,0.875,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
15/06/2021,12:49:00,Nitrate-N,0.95,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
14/07/2021,12:29:00,Nitrate-N,0.653,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
04/08/2021,12:56:00,Nitrate-N,0.676,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
07/09/2021,11:02:00,Nitrate-N,0.816,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
12/10/2021,11:00:00,Nitrate-N,0.879,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
09/11/2021,10:14:00,Nitrate-N,0.676,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
15/12/2021,09:19:00,Nitrate-N,3.75,mg/l,RIVER / RUNNING SURFACE WATER,466269,244427
07/05/2021,09:22:00,Nitrate-N,9.94,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
01/06/2021,10:16:00,Nitrate-N,6.89,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
14/07/2021,12:17:00,Nitrate-N,7.64,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
04/08/2021,12:45:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
07/09/2021,10:46:00,Nitrate-N,14.8,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
12/10/2021,12:38:00,Nitrate-N,9.78,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
03/11/2021,10:22:00,Nitrate-N,7.96,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
09/12/2021,10:45:00,Nitrate-N,7.98,mg/l,RIVER / RUNNING SURFACE WATER,468153,247101
11/05/2021,07:31:00,Nitrate-N,3.17,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
08/06/2021,11:27:00,Nitrate-N,5.35,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
09/07/2021,09:05:00,Nitrate-N,3.62,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
10/08/2021,08:37:00,Nitrate-N,3.91,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
10/09/2021,09:56:00,Nitrate-N,1.99,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
22/10/2021,10:39:00,Nitrate-N,16,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
16/11/2021,12:26:00,Nitrate-N,4.39,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
07/12/2021,11:04:00,Nitrate-N,8.28,mg/l,RIVER / RUNNING SURFACE WATER,493091,225313
11/05/2021,07:42:00,Nitrate-N,5.42,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
08/06/2021,11:42:00,Nitrate-N,6.63,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
09/07/2021,09:19:00,Nitrate-N,5.53,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
10/08/2021,08:24:00,Nitrate-N,7.77,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
10/09/2021,10:08:00,Nitrate-N,7.08,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
24/11/2021,08:47:00,Nitrate-N,3.46,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
17/12/2021,11:13:00,Nitrate-N,8.06,mg/l,RIVER / RUNNING SURFACE WATER,491700,225000
14/05/2021,11:10:00,Nitrate-N,31.9,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
11/06/2021,12:12:00,Nitrate-N,1.55,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
09/07/2021,10:44:00,Nitrate-N,0.661,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
12/08/2021,09:10:00,Nitrate-N,0.177,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
09/09/2021,09:15:00,Nitrate-N,0.196,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
18/10/2021,10:03:00,Nitrate-N,1.38,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
16/11/2021,12:03:00,Nitrate-N,1.69,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
15/12/2021,12:52:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,486223,230867
15/12/2021,10:44:00,Nitrate-N,8.02,mg/l,RIVER / RUNNING SURFACE WATER,489163,240459
06/05/2021,09:58:00,Nitrate-N,4.79,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
16/06/2021,09:31:00,Nitrate-N,6.59,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
05/07/2021,13:00:00,Nitrate-N,5.19,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
10/08/2021,11:10:00,Nitrate-N,3.79,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
13/09/2021,11:38:00,Nitrate-N,4.2,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
11/10/2021,10:58:00,Nitrate-N,3.6,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
01/11/2021,11:41:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
13/12/2021,12:48:00,Nitrate-N,16,mg/l,RIVER / RUNNING SURFACE WATER,484210,249492
07/06/2021,07:22:00,Nitrate-N,7.29,mg/l,RIVER / RUNNING SURFACE WATER,509200,250900
10/12/2021,09:46:00,Nitrate-N,8.1,mg/l,RIVER / RUNNING SURFACE WATER,509200,250900
05/05/2021,06:59:00,Nitrate-N,5.69,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
03/06/2021,08:03:00,Nitrate-N,5.98,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
06/07/2021,10:53:00,Nitrate-N,2.75,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
13/08/2021,08:56:00,Nitrate-N,5.88,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
24/09/2021,11:30:00,Nitrate-N,5.59,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
11/10/2021,12:52:00,Nitrate-N,5.19,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
05/11/2021,13:25:00,Nitrate-N,5.69,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
07/12/2021,13:38:00,Nitrate-N,5.49,mg/l,RIVER / RUNNING SURFACE WATER,519780,229970
05/05/2021,07:11:00,Nitrate-N,5.97,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
03/06/2021,08:15:00,Nitrate-N,4.86,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
06/07/2021,11:01:00,Nitrate-N,2.87,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
13/08/2021,09:06:00,Nitrate-N,4.28,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
24/09/2021,11:44:00,Nitrate-N,4.98,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
11/10/2021,13:10:00,Nitrate-N,4.38,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
05/11/2021,13:35:00,Nitrate-N,4.28,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
15/12/2021,11:48:00,Nitrate-N,4.07,mg/l,RIVER / RUNNING SURFACE WATER,518532,229015
06/07/2021,10:39:00,Nitrate-N,0.793,mg/l,RIVER / RUNNING SURFACE WATER,520990,233450
11/10/2021,11:35:00,Nitrate-N,4.94,mg/l,RIVER / RUNNING SURFACE WATER,520990,233450
14/01/2021,12:22:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
22/02/2021,10:57:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
24/03/2021,08:02:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
15/04/2021,11:28:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
04/05/2021,09:44:00,Nitrate-N,9.98,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
01/06/2021,10:26:00,Nitrate-N,9.77,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
07/07/2021,11:40:00,Nitrate-N,8.34,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
05/08/2021,08:52:00,Nitrate-N,9.17,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
19/10/2021,13:39:00,Nitrate-N,9.96,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
09/11/2021,11:31:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
15/12/2021,13:58:00,Nitrate-N,9.9,mg/l,RIVER / RUNNING SURFACE WATER,519023,238422
04/05/2021,07:44:00,Nitrate-N,8.19,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
01/06/2021,09:41:00,Nitrate-N,10.9,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
07/07/2021,10:45:00,Nitrate-N,7.57,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
04/08/2021,07:43:00,Nitrate-N,10.9,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
02/09/2021,08:57:00,Nitrate-N,14,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
12/10/2021,11:11:00,Nitrate-N,11.9,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
05/11/2021,11:53:00,Nitrate-N,9.92,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
10/12/2021,08:52:00,Nitrate-N,12.9,mg/l,RIVER / RUNNING SURFACE WATER,514300,239400
14/05/2021,10:21:00,Nitrate-N,18.9,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
11/06/2021,11:02:00,Nitrate-N,17.9,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
07/07/2021,08:40:00,Nitrate-N,14.9,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
04/08/2021,08:37:00,Nitrate-N,19,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
10/09/2021,09:21:00,Nitrate-N,17,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
18/10/2021,10:07:00,Nitrate-N,17,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
19/11/2021,15:34:00,Nitrate-N,20.7,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
07/12/2021,12:20:00,Nitrate-N,19.9,mg/l,RIVER / RUNNING SURFACE WATER,502800,231900
31/03/2021,13:33:00,Nitrate-N,9.3,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
06/04/2021,08:20:00,Nitrate-N,8.26,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
04/05/2021,07:20:00,Nitrate-N,7.22,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
02/06/2021,08:10:00,Nitrate-N,12.9,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
07/07/2021,09:50:00,Nitrate-N,9.44,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
05/08/2021,07:49:00,Nitrate-N,13.9,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
02/09/2021,07:56:00,Nitrate-N,15.9,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
11/10/2021,12:19:00,Nitrate-N,16.9,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
25/11/2021,11:12:00,Nitrate-N,16.9,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
10/12/2021,09:15:00,Nitrate-N,14.9,mg/l,RIVER / RUNNING SURFACE WATER,504393,236465
14/05/2021,09:35:00,Nitrate-N,7.58,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
02/06/2021,08:34:00,Nitrate-N,10.9,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
01/07/2021,07:39:00,Nitrate-N,10.9,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
25/08/2021,12:57:00,Nitrate-N,12,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
10/09/2021,08:44:00,Nitrate-N,15.9,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
28/10/2021,10:51:00,Nitrate-N,10,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
25/11/2021,11:58:00,Nitrate-N,13,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
08/12/2021,12:45:00,Nitrate-N,11.9,mg/l,RIVER / RUNNING SURFACE WATER,506544,236764
04/05/2021,10:16:00,Nitrate-N,9.19,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
01/06/2021,09:29:00,Nitrate-N,8.7,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
02/07/2021,11:34:00,Nitrate-N,8.63,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
03/08/2021,07:53:00,Nitrate-N,8.52,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
02/09/2021,11:56:00,Nitrate-N,11,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
05/10/2021,09:49:00,Nitrate-N,7.74,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
05/11/2021,11:16:00,Nitrate-N,9.42,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
03/12/2021,11:09:00,Nitrate-N,11.9,mg/l,RIVER / RUNNING SURFACE WATER,516100,253300
04/05/2021,09:49:00,Nitrate-N,8.35,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
14/06/2021,10:29:00,Nitrate-N,9.35,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
02/07/2021,09:22:00,Nitrate-N,9.04,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
05/08/2021,10:35:00,Nitrate-N,9.36,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
24/09/2021,12:54:00,Nitrate-N,9.88,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
12/10/2021,09:33:00,Nitrate-N,9.48,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
09/11/2021,10:08:00,Nitrate-N,9.88,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
06/12/2021,11:52:00,Nitrate-N,9.48,mg/l,RIVER / RUNNING SURFACE WATER,523700,251500
04/05/2021,09:20:00,Nitrate-N,9.57,mg/l,RIVER / RUNNING SURFACE WATER,522600,249100
05/08/2021,10:52:00,Nitrate-N,9.35,mg/l,RIVER / RUNNING SURFACE WATER,522600,249100
09/11/2021,10:21:00,Nitrate-N,11.8,mg/l,RIVER / RUNNING SURFACE WATER,522600,249100
04/05/2021,09:32:00,Nitrate-N,10.8,mg/l,RIVER / RUNNING SURFACE WATER,522100,247400
05/08/2021,09:47:00,Nitrate-N,12.8,mg/l,RIVER / RUNNING SURFACE WATER,522100,247400
09/11/2021,10:31:00,Nitrate-N,15.7,mg/l,RIVER / RUNNING SURFACE WATER,522100,247400
13/07/2021,07:12:00,Nitrate-N,9.14,mg/l,RIVER / RUNNING SURFACE WATER,516624,254603
11/10/2021,09:52:00,Nitrate-N,11.8,mg/l,RIVER / RUNNING SURFACE WATER,516624,254603
05/05/2021,09:12:00,Nitrate-N,12.9,mg/l,RIVER / RUNNING SURFACE WATER,517300,263100
01/06/2021,11:23:00,Nitrate-N,9.92,mg/l,RIVER / RUNNING SURFACE WATER,517300,263100
01/07/2021,11:49:00,Nitrate-N,9.94,mg/l,RIVER / RUNNING SURFACE WATER,517300,263100
04/08/2021,12:09:00,Nitrate-N,9.65,mg/l,RIVER / RUNNING SURFACE WATER,517300,263100
13/05/2021,06:44:00,Nitrate-N,5.24,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
10/06/2021,09:20:00,Nitrate-N,3.03,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
01/07/2021,08:04:00,Nitrate-N,3.86,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
11/08/2021,07:42:00,Nitrate-N,1.39,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
20/10/2021,14:23:00,Nitrate-N,2.67,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
17/11/2021,11:39:00,Nitrate-N,1.28,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
02/12/2021,10:49:00,Nitrate-N,0.919,mg/l,RIVER / RUNNING SURFACE WATER,504729,263457
21/06/2021,11:27:00,Nitrate-N,7.81,mg/l,RIVER / RUNNING SURFACE WATER,520400,263400
09/09/2021,12:00:00,Nitrate-N,7.95,mg/l,RIVER / RUNNING SURFACE WATER,520400,263400
08/12/2021,14:15:00,Nitrate-N,9.12,mg/l,RIVER / RUNNING SURFACE WATER,520400,263400
01/06/2021,13:26:00,Nitrate-N,9.6,mg/l,RIVER / RUNNING SURFACE WATER,522400,270700
01/09/2021,12:05:00,Nitrate-N,15.8,mg/l,RIVER / RUNNING SURFACE WATER,522400,270700
10/12/2021,07:21:00,Nitrate-N,9.75,mg/l,RIVER / RUNNING SURFACE WATER,522400,270700
04/05/2021,11:02:00,Nitrate-N,3.76,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
01/06/2021,11:37:00,Nitrate-N,6.21,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
01/07/2021,12:29:00,Nitrate-N,0.799,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
10/08/2021,12:37:00,Nitrate-N,0.196,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
01/09/2021,11:44:00,Nitrate-N,0.193,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
18/10/2021,13:08:00,Nitrate-N,0.251,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
17/11/2021,15:56:00,Nitrate-N,0.363,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
02/12/2021,11:45:00,Nitrate-N,0.185,mg/l,RIVER / RUNNING SURFACE WATER,518741,275610
08/07/2021,10:20:00,Nitrate-N,0.242,mg/l,RIVER / RUNNING SURFACE WATER,515526,279024
11/05/2021,11:27:00,Nitrate-N,13.8,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
01/06/2021,11:18:00,Nitrate-N,5.68,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
01/07/2021,09:03:00,Nitrate-N,1.83,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
11/08/2021,11:02:00,Nitrate-N,2.53,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
01/09/2021,11:23:00,Nitrate-N,1.34,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
12/10/2021,15:53:00,Nitrate-N,3.84,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
05/11/2021,10:08:00,Nitrate-N,4.16,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
10/12/2021,12:40:00,Nitrate-N,4.36,mg/l,RIVER / RUNNING SURFACE WATER,516255,272094
